gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_group,HasInternet,NumServices,ContractMonths,IsMonthToMonth,ContractProgress,HasPhoneService,InternetService_Fiber optic,InternetService_No,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Contract_One year,Contract_Two year,fiber_contract_risk,price_tenure_risk,early_customer,price_stress,fiber_new_customer,Churn_Probability,Prediction,Risk_Level,Recommended_Action
1,1,1,0,38,1,1,0,0,0,0,0,0,1,74.95,2869.85,5,1,0,1,1,0.0,0,1,0,0,0,0,0,0,1,1.9217948717948719,0,74.95,0,0.3767859298026179,1,Medium,Send engagement offer
0,1,0,0,24,1,1,0,1,0,0,0,0,1,80.5,2088.45,4,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,3.22,0,80.5,0,0.5196556734050808,1,Medium,Send engagement offer
1,0,1,0,56,1,1,0,0,1,1,1,1,0,103.2,5744.35,6,1,4,24,0,1.0,0,1,0,0,0,0,0,1,0,1.8105263157894735,0,0.0,0,0.12536902202491076,0,Low,No action
0,0,1,0,16,1,1,0,0,0,0,0,0,1,75.4,1189.4,2,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,4.435294117647059,0,75.4,0,0.5907427116226303,1,Medium,Send engagement offer
0,0,1,1,6,1,0,1,0,0,0,0,0,1,49.15,295.65,1,1,1,1,1,0.0,0,0,0,0,1,0,0,0,0,7.0214285714285705,1,49.15,0,0.30859777952618234,1,Medium,Send engagement offer
0,0,0,0,38,1,0,0,0,0,0,0,0,1,70.45,2597.6,5,1,0,12,0,1.0,0,1,0,0,0,0,1,0,0,1.8064102564102564,0,0.0,0,0.1403975120534008,0,Low,No action
1,1,1,0,26,1,1,0,0,1,0,1,1,1,98.1,2510.7,4,1,3,1,1,0.0,0,1,0,0,0,0,0,0,1,3.633333333333333,0,98.1,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,1,0,63,1,1,0,0,1,0,1,1,0,102.6,6296.75,7,1,3,24,0,1.0,0,1,0,0,1,0,0,1,0,1.603125,0,0.0,0,0.12536902202491076,0,Low,No action
0,1,0,0,25,1,1,0,1,0,0,1,0,1,89.5,2196.15,4,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,3.4423076923076925,0,89.5,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.0,44.0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,22.0,1,44.0,0,0.5830568112743038,1,Medium,Send engagement offer
1,0,1,1,6,1,1,0,1,1,0,1,0,1,94.05,518.75,1,1,3,1,1,0.0,0,1,0,0,0,1,0,0,1,13.435714285714285,1,94.05,1,0.5965846360212558,1,Medium,Send engagement offer
0,1,1,0,62,1,1,0,1,1,0,1,1,1,103.75,6383.35,7,1,4,12,0,1.0,0,1,0,0,1,0,1,0,0,1.6468253968253967,0,0.0,0,0.3172041509609567,1,Medium,Send engagement offer
0,1,1,0,46,0,0,0,1,1,1,1,1,1,59.9,2816.65,5,1,5,12,0,1.0,0,0,0,0,0,0,1,0,0,1.274468085106383,0,0.0,0,0.1403975120534008,0,Low,No action
0,0,1,0,72,1,1,0,0,0,0,0,0,1,23.55,1723.95,8,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.3226027397260274,0,0.0,0,0.011527699027699026,0,Low,No action
1,0,1,1,22,1,0,0,1,0,0,1,1,1,69.5,1498.2,3,1,3,12,0,1.0,0,0,0,0,0,0,1,0,0,3.0217391304347827,0,0.0,0,0.1403975120534008,0,Low,No action
1,0,0,0,9,1,0,0,0,1,0,0,1,1,85.3,781.4,1,1,2,1,1,0.0,0,1,0,1,0,0,0,0,1,8.53,0,85.3,0,0.619308913541718,1,High,Priority retention call
1,1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,2,1,2,1,1,0.0,0,1,0,0,0,0,0,0,1,4.741666666666666,0,85.35,0,0.3939708725194755,1,Medium,Send engagement offer
1,0,0,0,37,1,1,1,0,0,0,1,0,0,64.65,2347.85,5,1,2,12,0,1.0,0,0,0,0,0,0,1,0,0,1.7013157894736843,0,0.0,0,0.07382086939609063,0,Low,No action
1,1,0,0,71,1,1,0,0,1,0,1,1,0,104.05,7413.55,7,1,3,24,0,1.0,0,1,0,0,0,0,0,1,0,1.4451388888888888,0,0.0,0,0.0792848498600711,0,Low,No action
0,0,0,0,13,1,1,0,0,0,1,1,1,1,99.0,1301.7,2,1,3,1,1,0.0,0,1,0,0,0,1,0,0,1,7.071428571428571,0,99.0,0,0.5907427116226303,1,Medium,Send engagement offer
1,0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,5,0,0,12,0,1.0,0,0,1,1,0,0,1,0,0,0.5630434782608695,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,0,0,57,1,0,1,0,1,0,1,1,1,74.35,4317.35,6,1,4,24,0,1.0,0,0,0,0,0,0,0,1,0,1.2818965517241379,0,0.0,0,0.0414703425229741,0,Low,No action
1,0,1,1,69,1,1,0,1,1,1,1,1,1,108.75,7493.05,7,1,5,12,0,1.0,0,1,0,0,0,0,1,0,0,1.5535714285714286,0,0.0,0,0.18202467355053384,0,Low,No action
0,0,0,0,16,1,1,0,0,0,1,0,1,1,89.05,1448.6,2,1,2,1,1,0.0,0,1,0,1,0,0,0,0,1,5.238235294117647,0,89.05,0,0.5541415055930895,1,Medium,Send engagement offer
1,0,0,0,8,1,1,0,0,0,0,0,0,1,75.25,576.7,1,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,8.36111111111111,0,75.25,0,0.6771446027157154,1,High,Priority retention call
0,0,0,0,12,1,1,0,0,0,0,1,1,0,94.55,1173.55,2,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,7.273076923076923,0,94.55,0,0.6345877024716794,1,High,Priority retention call
1,0,1,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,0,1,4,1,1,0.0,0,1,0,0,1,0,0,0,1,51.225,1,102.45,1,0.9198606271777003,1,High,Priority retention call
1,1,0,0,37,1,1,0,0,0,0,1,1,1,96.55,3580.3,5,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,2.5407894736842103,0,96.55,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,1,0,24,1,0,0,0,0,0,0,0,0,19.75,483.15,4,0,0,24,0,1.0,0,0,1,0,0,1,0,1,0,0.79,0,0.0,0,0.01483100233100233,0,Low,No action
1,0,1,0,30,1,1,0,0,0,0,0,1,1,85.0,2624.25,4,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,2.7419354838709675,0,85.0,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,12,1,0,1,0,1,0,0,0,0,81.7,858.6,2,1,2,1,1,0.0,0,1,0,0,0,0,0,0,1,6.284615384615385,0,81.7,0,0.2137309353108301,0,Low,No action
1,0,1,1,71,1,0,1,1,1,1,0,0,0,64.05,4492.9,7,1,4,24,0,1.0,0,0,0,1,0,0,0,1,0,0.8895833333333333,0,0.0,0,0.0,0,Low,No action
1,0,1,0,46,0,0,1,1,0,0,1,0,0,45.55,2062.15,5,1,3,1,1,0.0,0,0,0,0,1,0,0,0,0,0.9691489361702127,0,45.55,0,0.13306335074164685,0,Low,No action
1,0,1,0,68,1,1,1,1,1,1,1,1,0,114.9,7843.55,7,1,6,24,0,1.0,0,1,0,0,0,0,0,1,0,1.665217391304348,0,0.0,0,0.06219693777215901,0,Low,No action
0,1,0,0,1,1,0,0,0,0,0,0,0,0,45.2,45.2,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0,0,22.6,1,45.2,0,0.5907427116226303,1,Medium,Send engagement offer
0,0,0,0,1,1,0,1,0,0,0,0,0,1,49.8,49.8,0,1,1,1,1,0.0,0,0,0,1,0,0,0,0,0,24.9,1,49.8,0,0.43488846479398974,1,Medium,Send engagement offer
1,0,0,0,1,1,0,0,0,1,0,0,0,1,50.45,50.45,0,1,1,1,1,0.0,0,0,0,0,0,1,0,0,0,25.225,1,50.45,0,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,4,1,0,0,0,0,0,0,1,1,55.3,238.5,0,1,1,1,1,0.0,0,0,0,0,0,1,0,0,0,11.06,1,55.3,0,0.5364540182270091,1,Medium,Send engagement offer
0,1,1,0,33,1,0,1,1,0,1,0,1,1,93.55,3055.5,4,1,4,12,0,1.0,0,1,0,0,1,0,1,0,0,2.751470588235294,0,0.0,0,0.17210377381369701,0,Low,No action
1,0,0,0,62,1,1,0,1,1,1,1,1,0,84.5,5193.2,7,1,5,24,0,1.0,0,0,0,0,0,0,0,1,0,1.3412698412698412,0,0.0,0,0.040190679853871515,0,Low,No action
0,0,0,0,18,1,1,1,0,1,0,1,0,0,69.5,1199.4,3,1,3,1,1,0.0,0,0,0,0,0,1,0,0,0,3.657894736842105,0,69.5,0,0.12097543865373478,0,Low,No action
1,0,0,0,67,1,0,0,0,0,0,0,0,0,20.55,1343.4,7,0,0,12,0,1.0,0,0,1,0,1,0,1,0,0,0.30220588235294116,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,72,1,1,1,1,1,1,1,1,1,88.7,6301.7,8,1,6,24,0,1.0,0,0,0,1,0,0,0,1,0,1.215068493150685,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,22,1,0,1,1,0,1,1,1,1,104.6,2180.55,3,1,5,1,1,0.0,0,1,0,0,1,0,0,0,1,4.547826086956522,0,104.6,0,0.43488846479398974,1,Medium,Send engagement offer
1,0,1,1,32,1,1,0,1,1,0,0,0,0,62.45,2045.55,4,1,2,1,1,0.0,0,0,0,0,0,0,0,0,0,1.8924242424242426,0,62.45,0,0.08482078668994557,0,Low,No action
0,0,1,1,72,1,1,1,1,1,1,0,1,1,104.9,7537.5,8,1,5,12,0,1.0,0,1,0,1,0,0,1,0,0,1.436986301369863,0,0.0,0,0.07382086939609063,0,Low,No action
1,1,1,0,55,1,1,0,0,0,0,0,0,0,51.65,2838.55,6,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0.9223214285714285,0,51.65,0,0.11549844236760125,0,Low,No action
1,0,1,0,24,1,1,0,0,1,0,0,0,1,79.65,1928.7,4,1,1,1,1,0.0,0,1,0,0,0,1,0,0,1,3.1860000000000004,0,79.65,0,0.3939708725194755,1,Medium,Send engagement offer
0,0,0,0,7,1,0,0,0,0,0,0,0,1,19.95,147.5,1,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,2.49375,0,19.95,0,0.1403975120534008,0,Low,No action
0,0,1,1,72,1,1,0,0,0,0,0,0,1,25.1,1790.8,8,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.34383561643835614,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,1,1,28,1,0,0,1,1,0,1,1,0,100.35,2799.0,4,1,4,12,0,1.0,0,1,0,0,0,0,1,0,0,3.4603448275862068,0,0.0,0,0.1403975120534008,0,Low,No action
0,0,1,0,59,1,0,1,1,1,0,1,0,0,66.4,3958.2,6,1,4,12,0,1.0,0,0,0,1,0,0,1,0,0,1.1066666666666667,0,0.0,0,0.04894296951819075,0,Low,No action
0,1,1,0,70,1,1,1,1,1,1,1,1,0,90.05,6333.4,7,1,6,24,0,1.0,0,0,0,1,0,0,0,1,0,1.2683098591549296,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,0,0,63,1,0,1,1,1,1,1,1,0,109.2,7049.75,7,1,6,24,0,1.0,0,1,0,1,0,0,0,1,0,1.70625,0,0.0,0,0.040916632666938665,0,Low,No action
1,0,1,0,6,1,1,0,1,0,0,0,1,1,90.75,512.25,1,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,12.964285714285714,1,90.75,1,0.7222487657270267,1,High,Priority retention call
1,0,0,0,17,1,0,0,0,0,0,0,0,0,19.9,323.15,2,0,0,12,0,1.0,0,0,1,0,0,0,1,0,0,1.1055555555555554,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,0,0,6,0,0,0,1,0,0,0,0,1,30.5,208.7,1,1,1,1,1,0.0,0,0,0,1,0,0,0,0,0,4.357142857142857,1,30.5,0,0.3767859298026179,1,Medium,Send engagement offer
0,0,1,1,49,1,1,0,0,0,1,1,1,1,97.95,4917.9,6,1,3,12,0,1.0,0,1,0,0,1,0,1,0,0,1.959,0,0.0,0,0.29501126629667623,0,Low,No action
0,0,1,1,53,1,1,1,1,0,0,0,1,0,69.7,3686.05,6,1,3,24,0,1.0,0,0,0,0,0,0,0,1,0,1.2907407407407407,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,1,1,61,1,1,1,1,1,1,1,1,0,88.1,5526.75,7,1,6,24,0,1.0,0,0,0,0,0,1,0,1,0,1.4209677419354838,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,70,1,1,0,1,1,1,1,0,0,72.95,5265.55,7,1,4,24,0,1.0,0,0,0,0,0,0,0,1,0,1.0274647887323944,0,0.0,0,0.0224904214559387,0,Low,No action
0,1,1,1,66,1,1,0,0,1,0,1,1,1,99.5,6822.15,7,1,3,1,1,0.0,0,1,0,1,0,0,0,0,1,1.4850746268656716,0,99.5,0,0.3939708725194755,1,Medium,Send engagement offer
0,0,0,0,7,1,1,0,0,0,0,0,0,0,23.5,173.0,1,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,2.9375,0,23.5,0,0.1480918407701369,0,Low,No action
0,0,1,1,72,0,0,1,1,1,0,0,0,0,38.5,2763.0,8,1,3,24,0,1.0,0,0,0,1,0,0,0,1,0,0.5273972602739726,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,0,1,12,1,1,0,0,0,0,0,0,1,73.75,871.4,2,1,0,1,1,0.0,0,1,0,1,0,0,0,0,1,5.673076923076923,0,73.75,0,0.47233947443663954,1,Medium,Send engagement offer
0,0,1,0,14,1,0,0,0,0,0,0,0,0,44.6,641.25,2,1,0,12,0,1.0,0,0,0,0,1,0,1,0,0,2.9733333333333336,0,0.0,0,0.12536902202491076,0,Low,No action
0,0,0,0,3,1,0,0,0,0,0,0,0,1,19.45,69.25,0,0,0,12,0,0.25,0,0,1,0,0,1,1,0,0,4.8625,1,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,1,55,1,0,1,1,0,1,0,0,0,57.55,3046.4,6,1,3,24,0,1.0,0,0,0,0,0,0,0,1,0,1.0276785714285712,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,0,0,12,1,0,0,0,0,0,0,0,0,20.05,265.45,2,0,0,1,1,0.0,0,0,1,1,0,0,0,0,0,1.5423076923076924,0,20.05,0,0.09704235170772835,0,Low,No action
1,0,1,1,70,1,1,1,1,1,1,1,1,1,115.15,8250.0,7,1,6,24,0,1.0,0,1,0,1,0,0,0,1,0,1.6218309859154931,0,0.0,0,0.06219693777215901,0,Low,No action
1,0,1,0,58,1,1,1,1,0,1,1,1,1,109.1,6393.65,6,1,5,24,0,1.0,0,1,0,1,0,0,0,1,0,1.8491525423728812,0,0.0,0,0.09690869877785767,0,Low,No action
1,1,0,0,1,1,0,0,0,0,0,0,0,1,69.85,69.85,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,34.925,1,69.85,1,0.8852285925456657,1,High,Priority retention call
1,0,0,0,1,1,1,0,0,0,0,0,0,1,77.15,77.15,0,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,38.575,1,77.15,1,0.9072066145236878,1,High,Priority retention call
1,0,1,0,36,1,0,0,0,0,0,0,1,0,80.4,2937.65,5,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,2.1729729729729734,0,80.4,0,0.34284517660198244,1,Medium,Send engagement offer
1,1,0,0,15,1,1,0,1,0,0,0,1,0,89.85,1424.95,2,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,5.615625,0,89.85,0,0.5541415055930895,1,Medium,Send engagement offer
0,0,0,0,26,1,0,0,1,0,0,1,0,1,85.75,2146.5,4,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,3.1759259259259256,0,85.75,0,0.4955695793450734,1,Medium,Send engagement offer
0,1,0,0,2,1,1,0,0,0,0,0,0,1,74.85,156.4,0,1,0,1,1,0.0,0,1,0,0,0,1,0,0,1,24.949999999999996,1,74.85,1,0.7104634495938843,1,High,Priority retention call
0,0,1,1,59,1,0,0,0,0,0,0,0,0,19.3,1192.7,6,0,0,24,0,1.0,0,0,1,1,0,0,0,1,0,0.32166666666666666,0,0.0,0,0.002331002331002331,0,Low,No action
0,0,0,0,20,0,0,1,1,1,1,1,0,1,55.0,1165.55,3,1,5,1,1,0.0,0,0,0,1,0,0,0,0,0,2.619047619047619,0,55.0,0,0.16699618352204385,0,Low,No action
0,0,1,0,69,1,1,0,1,0,1,1,0,1,92.45,6460.55,7,1,3,24,0,1.0,0,1,0,0,0,1,0,1,0,1.3207142857142857,0,0.0,0,0.07382086939609063,0,Low,No action
0,0,1,1,12,1,0,0,0,0,0,1,0,1,56.3,628.65,2,1,1,1,1,0.0,0,0,0,0,0,1,0,0,0,4.3307692307692305,0,56.3,0,0.2137309353108301,0,Low,No action
1,0,1,0,14,1,0,1,1,0,1,1,1,0,105.95,1348.9,2,1,5,12,0,1.0,0,1,0,0,0,1,1,0,0,7.0633333333333335,0,0.0,0,0.1480918407701369,0,Low,No action
1,0,1,0,43,1,1,1,1,0,0,0,1,1,94.1,4107.3,5,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,2.1386363636363637,0,94.1,0,0.36963343317643704,1,Medium,Send engagement offer
1,1,0,0,65,0,0,0,1,1,0,1,1,1,53.5,3517.9,7,1,4,24,0,1.0,0,0,0,0,0,0,0,1,0,0.8106060606060607,0,0.0,0,0.0742848498600711,0,Low,No action
0,1,0,0,9,1,1,0,0,0,0,0,1,1,84.4,732.5,1,1,1,1,1,0.0,0,1,0,1,0,0,0,0,1,8.440000000000001,0,84.4,0,0.8075752039946414,1,High,Priority retention call
0,0,0,0,26,1,0,0,0,0,0,0,0,0,19.4,525.55,4,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,0.7185185185185184,0,0.0,0,0.0224904214559387,0,Low,No action
1,1,1,0,13,1,0,0,0,0,0,0,0,1,70.15,916.75,2,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,5.010714285714286,0,70.15,0,0.5196556734050808,1,Medium,Send engagement offer
1,1,0,0,69,1,1,1,0,1,1,1,1,0,110.25,7467.55,7,1,5,24,0,1.0,0,1,0,1,0,0,0,1,0,1.575,0,0.0,0,0.06219693777215901,0,Low,No action
0,0,1,0,51,1,0,1,1,1,1,1,1,1,83.25,4089.45,6,1,6,24,0,1.0,0,0,0,1,0,0,0,1,0,1.6009615384615385,0,0.0,0,0.0224904214559387,0,Low,No action
1,0,0,0,47,1,1,0,1,1,0,1,1,1,106.4,5127.95,5,1,4,1,1,0.0,0,1,0,0,1,0,0,0,1,2.216666666666667,0,106.4,0,0.5132239133185753,1,Medium,Send engagement offer
1,0,0,0,8,1,0,0,1,0,0,0,0,0,75.6,535.55,1,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,8.399999999999999,0,75.6,0,0.5132570667111538,1,Medium,Send engagement offer
1,0,1,1,35,1,0,1,0,0,1,0,0,1,54.95,1916.0,4,1,2,12,0,1.0,0,0,0,0,0,0,1,0,0,1.5263888888888888,0,0.0,0,0.040190679853871515,0,Low,No action
1,0,0,0,14,1,0,1,0,0,0,0,0,0,50.1,709.5,2,1,1,1,1,0.0,0,0,0,0,0,0,0,0,0,3.34,0,50.1,0,0.1228049194608082,0,Low,No action
0,0,1,1,55,1,1,0,0,0,0,0,1,0,85.5,4713.4,6,1,1,1,1,0.0,0,1,0,0,0,0,0,0,1,1.5267857142857142,0,85.5,0,0.25648585713307304,0,Low,No action
1,0,0,0,56,1,0,0,0,0,0,0,0,1,19.55,1080.55,6,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.3429824561403509,0,0.0,0,0.004583254583254583,0,Low,No action
1,0,0,0,11,1,0,1,0,0,0,0,0,0,48.55,501.0,1,1,1,1,1,0.0,0,0,0,1,0,0,0,0,0,4.0458333333333325,0,48.55,0,0.13306335074164685,0,Low,No action
0,0,0,0,59,1,0,0,0,1,0,0,1,1,61.35,3645.5,6,1,2,12,0,1.0,0,0,0,0,0,0,1,0,0,1.0225,0,0.0,0,0.1208403227094816,0,Low,No action
1,0,1,1,72,1,1,1,0,1,0,1,0,1,71.45,5025.85,8,1,3,24,0,1.0,0,0,0,0,0,0,0,1,0,0.9787671232876712,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,0,65,1,1,1,0,1,1,0,1,0,76.15,4929.55,7,1,4,24,0,1.0,0,0,0,0,0,0,0,1,0,1.1537878787878788,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,0,0,50,1,1,0,0,0,0,0,0,0,24.9,1195.25,6,0,0,24,0,1.0,0,0,1,0,0,0,0,1,0,0.48823529411764705,0,0.0,0,0.006193107401233951,0,Low,No action
0,0,1,1,7,1,0,0,1,0,1,1,0,1,89.75,608.8,1,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,11.21875,0,89.75,0,0.5541415055930895,1,Medium,Send engagement offer
0,0,1,1,69,1,1,0,1,1,1,1,1,1,81.95,5601.4,7,1,5,24,0,1.0,0,0,0,0,0,0,0,1,0,1.1707142857142858,0,0.0,0,0.059365079365079364,0,Low,No action
1,0,1,0,64,1,1,1,0,1,0,1,0,1,94.6,5948.7,7,1,3,24,0,1.0,0,1,0,1,0,0,0,1,0,1.4553846153846153,0,0.0,0,0.067196937772159,0,Low,No action
0,1,0,0,24,1,1,0,0,0,0,0,0,1,76.1,1712.7,4,1,0,1,1,0.0,0,1,0,0,1,0,0,0,1,3.044,0,76.1,0,0.5196556734050808,1,Medium,Send engagement offer
0,0,0,0,19,1,0,0,0,0,1,1,0,1,61.55,1093.2,3,1,2,1,1,0.0,0,0,0,1,0,0,0,0,0,3.0775,0,61.55,0,0.16699618352204385,0,Low,No action
0,1,1,0,37,1,0,0,0,0,0,0,0,1,72.25,2575.45,5,1,0,1,1,0.0,0,1,0,0,0,0,0,0,1,1.901315789473684,0,72.25,0,0.30812375767003714,1,Medium,Send engagement offer
0,0,0,0,3,1,0,0,0,0,0,0,0,1,69.6,207.4,0,1,0,1,1,0.0,0,1,0,0,0,1,0,0,1,17.4,1,69.6,1,0.5830568112743038,1,Medium,Send engagement offer
0,0,0,0,1,1,0,0,0,0,0,1,0,1,79.5,79.5,0,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,39.75,1,79.5,1,0.8897816128066905,1,High,Priority retention call
0,0,1,1,22,1,0,1,1,0,1,0,0,1,57.95,1271.8,3,1,3,1,1,0.0,0,0,0,0,0,1,0,0,0,2.5195652173913046,0,57.95,0,0.08482078668994557,0,Low,No action
0,0,1,1,27,1,0,1,1,0,0,0,0,1,80.65,2209.75,4,1,2,12,0,1.0,0,1,0,1,0,0,1,0,0,2.880357142857143,0,0.0,0,0.10449852507374631,0,Low,No action
0,1,0,0,55,0,0,0,0,1,0,1,1,1,50.05,2743.45,6,1,3,12,0,1.0,0,0,0,0,0,0,1,0,0,0.8937499999999999,0,0.0,0,0.1403975120534008,0,Low,No action
0,0,1,1,17,1,0,0,0,0,0,1,0,0,80.85,1400.85,2,1,1,1,1,0.0,0,1,0,0,1,0,0,0,1,4.491666666666666,0,80.85,0,0.3767859298026179,1,Medium,Send engagement offer
1,1,1,0,61,1,1,1,1,1,1,0,0,1,94.2,5895.45,7,1,4,1,1,0.0,0,1,0,1,0,0,0,0,1,1.5193548387096774,0,94.2,0,0.12536902202491076,0,Low,No action
0,0,0,0,45,1,0,0,0,0,0,0,0,1,20.4,930.45,5,0,0,12,0,1.0,0,0,1,0,1,0,1,0,0,0.44347826086956516,0,0.0,0,0.04074438970990695,0,Low,No action
1,0,0,0,42,1,0,0,0,0,0,0,0,1,20.65,958.1,5,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,0.48023255813953486,0,0.0,0,0.040190679853871515,0,Low,No action
1,0,1,1,36,1,1,0,1,1,0,1,0,1,97.35,3457.9,5,1,3,1,1,0.0,0,1,0,0,0,0,0,0,1,2.631081081081081,0,97.35,0,0.2780478265728014,0,Low,No action
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.35,20.35,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,10.175,1,20.35,0,0.31309595326386946,1,Medium,Send engagement offer
1,1,1,0,40,1,0,0,1,0,1,1,1,1,99.2,4062.2,5,1,4,12,0,1.0,0,1,0,1,0,0,1,0,0,2.4195121951219516,0,0.0,0,0.20588328066825504,0,Low,No action
0,0,0,0,2,1,0,0,0,0,0,0,0,0,70.7,129.2,0,1,0,1,1,0.0,0,1,0,0,0,1,0,0,1,23.566666666666666,1,70.7,1,0.5830568112743038,1,Medium,Send engagement offer
1,1,1,0,54,1,0,0,0,1,1,1,1,1,99.1,5437.1,6,1,4,12,0,1.0,0,1,0,0,1,0,1,0,0,1.8018181818181815,0,0.0,0,0.25527812766447405,0,Low,No action
0,0,1,0,42,1,1,1,0,0,0,0,0,0,56.1,2386.85,5,1,1,12,0,1.0,0,0,0,1,0,0,1,0,0,1.3046511627906976,0,0.0,0,0.04591663266693866,0,Low,No action
0,0,1,0,23,1,1,0,1,1,0,0,0,0,84.25,1968.1,3,1,2,1,1,0.0,0,1,0,0,1,0,0,0,1,3.5104166666666665,0,84.25,0,0.3767859298026179,1,Medium,Send engagement offer
1,1,0,0,30,1,1,0,1,0,0,1,1,1,99.7,2967.35,4,1,3,1,1,0.0,0,1,0,0,1,0,0,0,1,3.2161290322580647,0,99.7,0,0.6256137115183399,1,High,Priority retention call
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,10.225,1,20.45,0,0.2734492968569479,0,Low,No action
0,0,0,0,13,1,0,0,0,0,0,0,0,0,19.45,270.2,2,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,1.3892857142857142,0,0.0,0,0.04074438970990695,0,Low,No action
0,0,1,1,50,1,0,0,0,0,0,0,0,1,20.35,938.95,6,0,0,12,0,1.0,0,0,1,0,0,1,1,0,0,0.3990196078431373,0,0.0,0,0.0224904214559387,0,Low,No action
0,0,1,1,37,0,0,1,0,1,1,0,0,1,40.2,1525.35,5,1,3,12,0,1.0,0,0,0,0,1,0,1,0,0,1.0578947368421052,0,0.0,0,0.05236832133383857,0,Low,No action
1,0,1,0,6,1,0,0,0,0,0,0,0,0,19.5,146.3,1,0,0,1,1,0.0,0,0,1,0,0,0,0,0,0,2.7857142857142856,1,19.5,0,0.1403975120534008,0,Low,No action
0,0,1,1,43,1,1,0,0,0,0,0,0,0,24.25,1077.95,5,0,0,24,0,1.0,0,0,1,0,0,1,0,1,0,0.5511363636363636,0,0.0,0,0.004583254583254583,0,Low,No action
0,0,0,0,10,0,0,0,0,0,0,0,1,1,33.9,298.45,1,1,1,1,1,0.0,0,0,0,0,0,1,0,0,0,3.0818181818181816,0,33.9,0,0.3939708725194755,1,Medium,Send engagement offer
1,0,0,0,1,1,1,0,0,0,0,0,0,1,25.75,25.75,0,0,0,1,1,0.0,0,0,1,0,0,1,0,0,0,12.875,1,25.75,0,0.45465198707055904,1,Medium,Send engagement offer
1,1,1,1,62,1,1,0,1,1,0,0,1,1,96.1,6019.35,7,1,3,1,1,0.0,0,1,0,1,0,0,0,0,1,1.5253968253968253,0,96.1,0,0.25648585713307304,0,Low,No action
